urn:cts:latinLit:phi0690.phi002:1.140	inventum et magnos canibus circumdare saltus;
urn:cts:latinLit:phi0690.phi002:1.141	atque alius latum funda iam verberat amnem
urn:cts:latinLit:phi0690.phi002:1.142	alta petens, pelagoque alius trahit humida lina;
urn:cts:latinLit:phi0690.phi002:1.143	tum ferri rigor atque argutae lamina serrae,—
urn:cts:latinLit:phi0690.phi002:1.144	nam primi cuneis scindebant fissile lignum
urn:cts:latinLit:phi0690.phi002:1.145	tum variae venere artes. Labor omnia vicit
urn:cts:latinLit:phi0690.phi002:1.146	inprobus et duris urgens in rebus egestas.
urn:cts:latinLit:phi0690.phi002:1.147	Prima Ceres ferro mortalis vertere terram
urn:cts:latinLit:phi0690.phi002:1.148	instituit, cum iam glandes atque arbuta sacrae
urn:cts:latinLit:phi0690.phi002:1.149	deficerent silvae et victum Dodona negaret.
urn:cts:latinLit:phi0690.phi002:1.150	Mox et frumentis labor additus, ut mala culmos
urn:cts:latinLit:phi0690.phi002:1.151	esset robigo segnisque horreret in arvis
urn:cts:latinLit:phi0690.phi002:1.152	carduus; intereunt segetes, subit aspera silva,
urn:cts:latinLit:phi0690.phi002:1.153	lappaeque tribolique, interque nitentia culta
urn:cts:latinLit:phi0690.phi002:1.154	infelix lolium et steriles dominantur avenae.
urn:cts:latinLit:phi0690.phi002:1.155	Quod nisi et adsiduis herbam insectabere rastris,
urn:cts:latinLit:phi0690.phi002:1.156	et sonitu terrebis aves, et ruris opaci
urn:cts:latinLit:phi0690.phi002:1.157	falce premes umbras votisque vocaveris imbrem,
urn:cts:latinLit:phi0690.phi002:1.158	heu magnum alterius frustra spectabis acervum,
urn:cts:latinLit:phi0690.phi002:1.159	concussaque famem in silvis solabere quercu.
urn:cts:latinLit:phi0690.phi002:1.160	Dicendum et, quae sint duris agrestibus arma,
urn:cts:latinLit:phi0690.phi002:1.161	quis sine nec potuere seri nec surgere messes:
urn:cts:latinLit:phi0690.phi002:1.162	vomis et inflexi primum grave robur aratri
urn:cts:latinLit:phi0690.phi002:1.163	tardaque Eleusinae matris volventia plaustra
urn:cts:latinLit:phi0690.phi002:1.164	tribulaque traheaeque et iniquo pondere rastri;
urn:cts:latinLit:phi0690.phi002:1.165	virgea praeterea Celei vilisque supellex,
urn:cts:latinLit:phi0690.phi002:1.166	arbuteae crates et mystica vannus Iacchi.
urn:cts:latinLit:phi0690.phi002:1.167	Omnia quae multo ante memor provisa repones,
urn:cts:latinLit:phi0690.phi002:1.168	si te digna manet divini gloria ruris.
urn:cts:latinLit:phi0690.phi002:1.169	Continuo in silvis magna vi flexa domatur
urn:cts:latinLit:phi0690.phi002:1.170	in burim et curvi formam accipit ulmus aratri.
urn:cts:latinLit:phi0690.phi002:1.171	Huic a stirpe pedes temo protentus in octo,
urn:cts:latinLit:phi0690.phi002:1.172	binae aures, duplici aptantur dentalia dorso
urn:cts:latinLit:phi0690.phi002:1.173	caeditur et tilia ante iugo levis altaque fagus,
urn:cts:latinLit:phi0690.phi002:1.174	stivaque, quae currus a tergo torqueat imos,
urn:cts:latinLit:phi0690.phi002:1.175	et suspensa focis explorat robora fumus.
