URN,Text group or author,Title
urn:cts:latinLit:phi0588.abo005:,Cornelius Nepos,Cimon
urn:cts:latinLit:phi0588.abo006:,Cornelius Nepos,Lysander
urn:cts:latinLit:phi0588.abo025:,Cornelius Nepos,Atticus
urn:cts:latinLit:phi0588.abo022:,Cornelius Nepos,Hamilcar
urn:cts:latinLit:phi0588.abo021:,Cornelius Nepos,Kings
urn:cts:latinLit:phi0588.abo024:,Cornelius Nepos,Cato
urn:cts:latinLit:phi0588.abo023:,Cornelius Nepos,Hannibal
urn:cts:latinLit:phi0588.abo008:,Cornelius Nepos,Thrasybulus
urn:cts:latinLit:phi0588.abo007:,Cornelius Nepos,Alcibiades
urn:cts:latinLit:phi0588.abo009:,Cornelius Nepos,Conon
urn:cts:latinLit:phi1318.phi001:,Pliny the Younger,Epistulae
urn:cts:latinLit:stoa0040.stoa0011:,Augustine,Epistualae
urn:cts:greekLit:tlg0005.tlg001:,Theocritus,Idylls
urn:cts:greekLit:tlg0005.tlg002:,Theocritus,Epigrams
urn:cts:latinLit:stoa0238.stoa001:,Prudentius,Liber Peristephanon
urn:cts:latinLit:stoa0238.stoa004:,Prudentius,Cathemerina
urn:cts:latinLit:stoa0238.stoa005:,Prudentius,Apotheosis
urn:cts:latinLit:stoa0238.stoa002:,Prudentius,Psychomachia
urn:cts:latinLit:stoa0238.stoa003:,Prudentius,Praefetio
urn:cts:latinLit:stoa0238.stoa008:,Prudentius,Dittochaeon
urn:cts:latinLit:stoa0238.stoa009:,Prudentius,Epilogus
urn:cts:latinLit:stoa0238.stoa006:,Prudentius,Hamartigenia
urn:cts:latinLit:stoa0238.stoa007:,Prudentius,Contra Orationem Symmachia
urn:cts:greekLit:tlg0004.tlg001:,Diogenes Laertius,Vitae philosophorum
urn:cts:greekLit:tlg0548.tlg001:,Apollodorus,Library
urn:cts:greekLit:tlg0548.tlg002:,Apollodorus,Epitome
urn:cts:greekLit:tlg0007.tlg072:,Plutarch,De capienda ex inimicis utilitate
urn:cts:greekLit:tlg0007.tlg071:,Plutarch,Quomodo quis suos in virtute sentiat profectus
urn:cts:greekLit:tlg0007.tlg070:,Plutarch,Quomodo adulator ab amico internoscatur
urn:cts:greekLit:tlg0007.tlg068:,Plutarch,Quomodo adolescens poetas audire debeat
urn:cts:greekLit:tlg0007.tlg069:,Plutarch,De recta ratione audiendi
urn:cts:greekLit:tlg0007.tlg066:,Plutarch,Otho
urn:cts:greekLit:tlg0007.tlg067:,Plutarch,De liberis educandis
urn:cts:greekLit:tlg0007.tlg064:,Plutarch,Artaxerxes
urn:cts:greekLit:tlg0007.tlg065:,Plutarch,Galba
urn:cts:greekLit:tlg0007.tlg062:,Plutarch,Comparison of Dion and Brutus
urn:cts:greekLit:tlg0007.tlg063:,Plutarch,Aratus
urn:cts:greekLit:tlg0007.tlg081:,Plutarch,Regum et imperatorum apophthegmata
urn:cts:greekLit:tlg0007.tlg080:,Plutarch,De superstitione
urn:cts:greekLit:tlg0007.tlg083:,Plutarch,Mulierum virtutes
urn:cts:greekLit:tlg0007.tlg082:,Plutarch,Apophthegmata Laconica
urn:cts:greekLit:tlg0007.tlg077:,Plutarch,De tuenda sanitate praecepta
urn:cts:greekLit:tlg0007.tlg078:,Plutarch,Conjugalia Praecepta
urn:cts:greekLit:tlg0007.tlg079:,Plutarch,Septem sapientium convivium
urn:cts:greekLit:tlg0007.tlg073:,Plutarch,De amicorum multitudine
urn:cts:greekLit:tlg0007.tlg074:,Plutarch,De fortuna
urn:cts:greekLit:tlg0007.tlg075:,Plutarch,De virtute et vitio
urn:cts:greekLit:tlg0007.tlg076:,Plutarch,Consolatio ad Apollonium
urn:cts:greekLit:tlg0007.tlg001:,Plutarch,Theseus
urn:cts:greekLit:tlg0007.tlg002:,Plutarch,Romulus
urn:cts:greekLit:tlg0007.tlg003:,Plutarch,Comparison of Theseus and Romulus
urn:cts:greekLit:tlg0007.tlg004:,Plutarch,Lycurgus
urn:cts:greekLit:tlg0007.tlg090:,Plutarch,De E apud Delphos
urn:cts:greekLit:tlg0007.tlg005:,Plutarch,Numa
urn:cts:greekLit:tlg0007.tlg006:,Plutarch,Comparison of Lycurgus and Numa
urn:cts:greekLit:tlg0007.tlg007:,Plutarch,Solon
urn:cts:greekLit:tlg0007.tlg084a:,Plutarch,Quaestiones Romanae
urn:cts:greekLit:tlg0007.tlg008:,Plutarch,Publicola
urn:cts:greekLit:tlg0007.tlg094:,Plutarch,De virtute morali
urn:cts:greekLit:tlg0007.tlg093:,Plutarch,An virtus doceri possit
urn:cts:greekLit:tlg0007.tlg009:,Plutarch,Comparison of Solon and Publicola
urn:cts:greekLit:tlg0007.tlg092:,Plutarch,De defectu oraculorum
urn:cts:greekLit:tlg0007.tlg084b:,Plutarch,Quaestiones Graecae
urn:cts:greekLit:tlg0007.tlg091:,Plutarch,De Pythiae oraculis
urn:cts:greekLit:tlg0007.tlg086:,Plutarch,De fortuna Romanorum
urn:cts:greekLit:tlg0007.tlg087:,Plutarch,De Alexandri magni fortuna aut virtute
urn:cts:greekLit:tlg0007.tlg085:,Plutarch,Parallela minora
urn:cts:greekLit:tlg0007.tlg088:,Plutarch,De gloria Atheniensium
urn:cts:greekLit:tlg0007.tlg089:,Plutarch,De Iside et Osiride
urn:cts:greekLit:tlg0007.tlg010:,Plutarch,Themistocles
urn:cts:greekLit:tlg0007.tlg013:,Plutarch,Fabius Maximus
urn:cts:greekLit:tlg0007.tlg014:,Plutarch,Comparison of Pericles and Fabius Maximus
urn:cts:greekLit:tlg0007.tlg011:,Plutarch,Camillus
urn:cts:greekLit:tlg0007.tlg012:,Plutarch,Pericles
urn:cts:greekLit:tlg0007.tlg017:,Plutarch,Comparison of Alcibiades and Coriolanus
urn:cts:greekLit:tlg0007.tlg018:,Plutarch,Timoleon
urn:cts:greekLit:tlg0007.tlg015:,Plutarch,Alcibiades
urn:cts:greekLit:tlg0007.tlg016:,Plutarch,Caius Marcius Coriolanus
urn:cts:greekLit:tlg0007.tlg019:,Plutarch,Aemilius Paullus
urn:cts:greekLit:tlg0007.tlg095:,Plutarch,De cohibenda ira
urn:cts:greekLit:tlg0007.tlg096:,Plutarch,De tranquilitate animi
urn:cts:greekLit:tlg0007.tlg097:,Plutarch,De fraterno amore
urn:cts:greekLit:tlg0007.tlg098:,Plutarch,De amore prolis
urn:cts:greekLit:tlg0007.tlg099:,Plutarch,An vitiositas ad infelicitatem sufficia
urn:cts:greekLit:tlg0007.tlg140:,Plutarch,Adversus Colotem
urn:cts:greekLit:tlg0007.tlg141:,Plutarch,An Recte Dictum Sit Latenter Esse Vivendum
urn:cts:greekLit:tlg0007.tlg027:,Plutarch,Philopoemen
urn:cts:greekLit:tlg0007.tlg026:,Plutarch,Comparison of Aristides with Marcus Cato
urn:cts:greekLit:tlg0007.tlg029:,Plutarch,Comparison of Philopoemen and Titus
urn:cts:greekLit:tlg0007.tlg028:,Plutarch,Titus Flamininus
urn:cts:greekLit:tlg0007.tlg023:,Plutarch,Comparison of Pelopidas and Marcellus
urn:cts:greekLit:tlg0007.tlg022:,Plutarch,Marcellus
urn:cts:greekLit:tlg0007.tlg025:,Plutarch,Marcus Cato
urn:cts:greekLit:tlg0007.tlg024:,Plutarch,Aristeides
urn:cts:greekLit:tlg0007.tlg051b:,Plutarch,Cleomenes
urn:cts:greekLit:tlg0007.tlg021:,Plutarch,Pelopidas
urn:cts:greekLit:tlg0007.tlg051a:,Plutarch,Agis
urn:cts:greekLit:tlg0007.tlg020:,Plutarch,Comparison of Timoleon and Aemilius
urn:cts:greekLit:tlg0007.tlg139:,Plutarch,Non posse suaviter vivi secundum Epicurum
urn:cts:greekLit:tlg0007.tlg082a:,Plutarch,Instituta Laconica
urn:cts:greekLit:tlg0007.tlg138:,Plutarch,De communibus notitiis adversus Stoicos
urn:cts:greekLit:tlg0007.tlg137:,Plutarch,Compendium Argumenti Stoicos absurdiora poetis dicere
urn:cts:greekLit:tlg0007.tlg136:,Plutarch,De Stoicorum repugnantiis
urn:cts:greekLit:tlg0007.tlg082b:,Plutarch,Lacaenarum Apophthegmata
urn:cts:greekLit:tlg0007.tlg131:,Plutarch,De esu carnium I
urn:cts:greekLit:tlg0007.tlg130:,Plutarch,Bruta animalia ratione uti
urn:cts:greekLit:tlg0007.tlg135:,Plutarch,Epitome libri de animae procreatione in Timaeo
urn:cts:greekLit:tlg0007.tlg134:,Plutarch,De animae procreatione in Timaeo
urn:cts:greekLit:tlg0007.tlg133:,Plutarch,Platonicae quaestiones
urn:cts:greekLit:tlg0007.tlg132:,Plutarch,De esu carnium II
urn:cts:greekLit:tlg0007.tlg039:,Plutarch,Crassus
urn:cts:greekLit:tlg0007.tlg038:,Plutarch,Nicias
urn:cts:greekLit:tlg0007.tlg037:,Plutarch,Comparison of Lucullus and Cimon
urn:cts:greekLit:tlg0007.tlg036:,Plutarch,Lucullus
urn:cts:greekLit:tlg0007.tlg035:,Plutarch,Cimon
urn:cts:greekLit:tlg0007.tlg034:,Plutarch,Comparison of Lysander and Sulla
urn:cts:greekLit:tlg0007.tlg033:,Plutarch,Sulla
urn:cts:greekLit:tlg0007.tlg032:,Plutarch,Lysander
urn:cts:greekLit:tlg0007.tlg052b:,Plutarch,Gaius Gracchus
urn:cts:greekLit:tlg0007.tlg052a:,Plutarch,Tiberius Gracchus
urn:cts:greekLit:tlg0007.tlg031:,Plutarch,Caius Marius
urn:cts:greekLit:tlg0007.tlg030:,Plutarch,Pyrrhus
urn:cts:greekLit:tlg0007.tlg126:,Plutarch,De faciae quae in orbe lunae apparet
urn:cts:greekLit:tlg0007.tlg125:,Plutarch,Quaestiones Naturales
urn:cts:greekLit:tlg0007.tlg128:,Plutarch,Aquane an ignis sit utilior
urn:cts:greekLit:tlg0007.tlg127:,Plutarch,De primo frigido
urn:cts:greekLit:tlg0007.tlg129:,Plutarch,De sollertia animalium
urn:cts:greekLit:tlg0007.tlg120:,Plutarch,De vitando aere alieno
urn:cts:greekLit:tlg0007.tlg122:,Plutarch,Comparationis Aristophanis et Menandri compendium
urn:cts:greekLit:tlg0007.tlg121:,Plutarch,Vitae decem oratorum
urn:cts:greekLit:tlg0007.tlg123:,Plutarch,De Herodoti malignitate
urn:cts:greekLit:tlg0007.tlg049:,Plutarch,Phocion
urn:cts:greekLit:tlg0007.tlg048:,Plutarch,Caesar
urn:cts:greekLit:tlg0007.tlg041:,Plutarch,Eumenes
urn:cts:greekLit:tlg0007.tlg040:,Plutarch,Comparison of Nicias and Crassus
urn:cts:greekLit:tlg0007.tlg043:,Plutarch,Comparison of Sertorius and Eumenes
urn:cts:greekLit:tlg0007.tlg042:,Plutarch,Sertorius
urn:cts:greekLit:tlg0007.tlg045:,Plutarch,Pompey
urn:cts:greekLit:tlg0007.tlg044:,Plutarch,Agesilaus
urn:cts:greekLit:tlg0007.tlg047:,Plutarch,Alexander
urn:cts:greekLit:tlg0007.tlg046:,Plutarch,Comparison of Agesilaus and Pompey
urn:cts:greekLit:tlg0007.tlg119:,Plutarch,De unius in republica dominatione
urn:cts:greekLit:tlg0007.tlg118:,Plutarch,Praecepta gerendae reipublicae
urn:cts:greekLit:tlg0007.tlg117:,Plutarch,An seni respublica gerenda sit
urn:cts:greekLit:tlg0007.tlg116:,Plutarch,Ad principem ineruditum
urn:cts:greekLit:tlg0007.tlg115:,Plutarch,Maxime cum principbus philosopho esse diserendum
urn:cts:greekLit:tlg0007.tlg114:,Plutarch,Amatoriae narrationes
urn:cts:greekLit:tlg0007.tlg050:,Plutarch,Cato Minor
urn:cts:greekLit:tlg0007.tlg113:,Plutarch,Amatorius
urn:cts:greekLit:tlg0007.tlg112:,Plutarch,Quaestiones Convivales
urn:cts:greekLit:tlg0007.tlg111:,Plutarch,Consolatio ad uxorem
urn:cts:greekLit:tlg0007.tlg110:,Plutarch,De exilio
urn:cts:greekLit:tlg0007.tlg059:,Plutarch,Comparison of Demetrius and Antony
urn:cts:greekLit:tlg0007.tlg054:,Plutarch,Demosthenes
urn:cts:greekLit:tlg0007.tlg053:,Plutarch,Comparison of Agis and Cleomenes and the Gracchi
urn:cts:greekLit:tlg0007.tlg058:,Plutarch,Antonius
urn:cts:greekLit:tlg0007.tlg057:,Plutarch,Demetrius
urn:cts:greekLit:tlg0007.tlg056:,Plutarch,Comparison of Demosthenes with Cicero
urn:cts:greekLit:tlg0007.tlg055:,Plutarch,Cicero
urn:cts:greekLit:tlg0007.tlg108:,Plutarch,De fato
urn:cts:greekLit:tlg0007.tlg107:,Plutarch,De sera numinis vindicta
urn:cts:greekLit:tlg0007.tlg109:,Plutarch,De genio Socratis
urn:cts:greekLit:tlg0007.tlg104:,Plutarch,De vitioso pudore
urn:cts:greekLit:tlg0007.tlg060:,Plutarch,Dion
urn:cts:greekLit:tlg0007.tlg061:,Plutarch,Brutus
urn:cts:greekLit:tlg0007.tlg103:,Plutarch,De cupiditate divitiarum
urn:cts:greekLit:tlg0007.tlg106:,Plutarch,De Se Ipsum Citra Invidiam Laudando
urn:cts:greekLit:tlg0007.tlg105:,Plutarch,De invidia et odio
urn:cts:greekLit:tlg0007.tlg100:,Plutarch,Animine an corporis affectiones sint peiores
urn:cts:greekLit:tlg0007.tlg102:,Plutarch,De curiositate
urn:cts:greekLit:tlg0007.tlg101:,Plutarch,De garrulitate
urn:cts:latinLit:stoa0045.stoa001:, Decimus Magnus Ausonius,Bissula
urn:cts:latinLit:stoa0045.stoa004:, Decimus Magnus Ausonius,Commemoratio Professorum Burdigalensium
urn:cts:latinLit:stoa0045.stoa005:, Decimus Magnus Ausonius,Cupido Cruciatus
urn:cts:latinLit:stoa0045.stoa002:, Decimus Magnus Ausonius,Caesares
urn:cts:latinLit:stoa0045.stoa003:, Decimus Magnus Ausonius,Cento Nuptialis
urn:cts:latinLit:stoa0045.stoa008:, Decimus Magnus Ausonius,Ephemeris
urn:cts:latinLit:stoa0045.stoa009:, Decimus Magnus Ausonius,Epicedion in Patrem
urn:cts:latinLit:stoa0045.stoa006:, Decimus Magnus Ausonius,De Herediolo
urn:cts:latinLit:stoa0045.stoa007:, Decimus Magnus Ausonius,Eclogarum Liber
urn:cts:latinLit:stoa0045.stoa010:, Decimus Magnus Ausonius,Epigrammaton Liber
urn:cts:latinLit:stoa0045.stoa011:, Decimus Magnus Ausonius,Epistulae
urn:cts:latinLit:stoa0045.stoa012:, Decimus Magnus Ausonius,Epitaphia
urn:cts:latinLit:stoa0045.stoa013:, Decimus Magnus Ausonius,Genethliacon ad Ausonium Nepotem
urn:cts:latinLit:stoa0045.stoa014:, Decimus Magnus Ausonius,Gratiarum Actio
urn:cts:latinLit:stoa0045.stoa015:, Decimus Magnus Ausonius,Griphus Ternarii Numeri
urn:cts:latinLit:stoa0045.stoa016:, Decimus Magnus Ausonius,Liber Protrepticus ad Nepotem
urn:cts:latinLit:stoa0045.stoa017:, Decimus Magnus Ausonius,[Libri de Fastis] Conclusio
urn:cts:latinLit:stoa0045.stoa018:, Decimus Magnus Ausonius,Ludus Septem Sapientum
urn:cts:latinLit:stoa0045.stoa019:, Decimus Magnus Ausonius,Mosella
urn:cts:latinLit:stoa0045.stoa025:, Decimus Magnus Ausonius,Praefatiunculae
urn:cts:latinLit:stoa0045.stoa027:, Decimus Magnus Ausonius,Versus Paschales Prosodic
urn:cts:latinLit:stoa0045.stoa026:, Decimus Magnus Ausonius,Precationes
urn:cts:latinLit:stoa0045.stoa028:, Decimus Magnus Ausonius,Technopaegnion
urn:cts:latinLit:stoa0045.stoa021:, Decimus Magnus Ausonius,Ordo Urbium Nobilium
urn:cts:latinLit:stoa0045.stoa020:, Decimus Magnus Ausonius,Oratio Versibus Rhopalicis
urn:cts:latinLit:stoa0045.stoa022:, Decimus Magnus Ausonius,Parentalia
urn:cts:greekLit:tlg0006.tlg010:,Euripides,Ion
urn:cts:greekLit:tlg0006.tlg013:,Euripides,Iphigeneia in Taurus
urn:cts:greekLit:tlg0006.tlg001:,Euripides,Cyclops
urn:cts:greekLit:tlg0006.tlg014:,Euripides,Helen
urn:cts:greekLit:tlg0006.tlg011:,Euripides,Trojan Women
urn:cts:greekLit:tlg0006.tlg002:,Euripides,Alcestis
urn:cts:greekLit:tlg0006.tlg003:,Euripides,Medea
urn:cts:greekLit:tlg0006.tlg012:,Euripides,Electra
urn:cts:greekLit:tlg0006.tlg017:,Euripides,Bacchae
urn:cts:greekLit:tlg0006.tlg004:,Euripides,Heraclidae
urn:cts:greekLit:tlg0006.tlg005:,Euripides,Hippolytus
urn:cts:greekLit:tlg0006.tlg018:,Euripides,Iphigeneia in Aulis
urn:cts:greekLit:tlg0006.tlg015:,Euripides,Phoenician Women
urn:cts:greekLit:tlg0006.tlg006:,Euripides,Andromache
urn:cts:greekLit:tlg0006.tlg016:,Euripides,Orestes
urn:cts:greekLit:tlg0006.tlg007:,Euripides,Hecuba
urn:cts:greekLit:tlg0006.tlg008:,Euripides,Suppliants
urn:cts:greekLit:tlg0006.tlg009:,Euripides,Heracles
urn:cts:greekLit:tlg0006.tlg019:,Euripides,Rhesus
urn:cts:greekLit:tlg0543.tlg001:,Polybius,Histories
urn:cts:latinLit:phi1014.phi004:,Seneca the Elder,Fragmenta
urn:cts:latinLit:phi1014.phi002:,Seneca the Elder,Excerpta Controversiae
urn:cts:latinLit:phi1014.phi003:,Seneca the Elder,Suasoriae
urn:cts:latinLit:phi1014.phi001:,Seneca the Elder,Controversiae
urn:cts:greekLit:tlg0008.tlg001:,Athenaeus,Deipnosophistae
urn:cts:latinLit:phi1017.phi008:,Seneca,Thyestes
urn:cts:latinLit:phi1017.phi009:,Seneca,Hercules Oetaeus
urn:cts:latinLit:phi1017.phi006:,Seneca,Oedipus
urn:cts:latinLit:phi1017.phi007:,Seneca,Agamemnon
urn:cts:latinLit:phi1017.phi013:,Seneca,de Beneficiis
urn:cts:latinLit:phi1017.phi004:,Seneca,Medea
urn:cts:latinLit:phi1017.phi014:,Seneca,de Clementia
urn:cts:latinLit:phi1017.phi005:,Seneca,Phaedra
urn:cts:latinLit:phi1017.phi002:,Seneca,Troades
urn:cts:latinLit:phi1017.phi015:,Seneca,Epistulae
urn:cts:latinLit:phi1017.phi003:,Seneca,Phoenissae
urn:cts:latinLit:phi1017.phi001:,Seneca,Hercules Furens
urn:cts:latinLit:phi1017.phi010:,Seneca,Octavia
urn:cts:latinLit:phi1017.phi011:,Seneca,Apocolocyntosis
urn:cts:greekLit:tlg0545.tlg001:,Aelian,De Natura Animalium
urn:cts:greekLit:tlg0545.tlg002:,Aelian,Varia Historia
urn:cts:greekLit:tlg0545.tlg003:,Aelian,Epistulae Rusticae
urn:cts:greekLit:tlg0081.tlg010:,Dionysius of Halicarnassus,De Thucydide
urn:cts:greekLit:tlg0081.tlg001:,Dionysius of Halicarnassus,Antiquitates Romanae
urn:cts:greekLit:tlg0081.tlg002:,Dionysius of Halicarnassus,De antiquis oratoribus
urn:cts:greekLit:tlg0081.tlg011:,Dionysius of Halicarnassus,De Thucydidis idiomatibus
urn:cts:greekLit:tlg0081.tlg003:,Dionysius of Halicarnassus,De Lysia
urn:cts:greekLit:tlg0081.tlg012:,Dionysius of Halicarnassus,De Compositione Verborum
urn:cts:greekLit:tlg0081.tlg004:,Dionysius of Halicarnassus,De Isocrate
urn:cts:greekLit:tlg0081.tlg005:,Dionysius of Halicarnassus,De Isaeo
urn:cts:greekLit:tlg0081.tlg006:,Dionysius of Halicarnassus,De Demosthene
urn:cts:greekLit:tlg0081.tlg015:,Dionysius of Halicarnassus,Epistula ad Pompeium Geminum
urn:cts:greekLit:tlg0081.tlg007:,Dionysius of Halicarnassus,De antiquis oratoribus reliquiae
urn:cts:greekLit:tlg0081.tlg008:,Dionysius of Halicarnassus,Ad Ammaeum
urn:cts:greekLit:tlg0081.tlg009:,Dionysius of Halicarnassus,De Dinarcho
urn:cts:latinLit:phi0959.phi008:,P. Ovidius Naso,Tristia
urn:cts:latinLit:phi0959.phi009:,P. Ovidius Naso,Ex Ponto
urn:cts:latinLit:phi0959.phi006:,P. Ovidius Naso,Metamorphoses
urn:cts:latinLit:phi0959.phi007:,P. Ovidius Naso,Fasti
urn:cts:latinLit:phi0959.phi004:,P. Ovidius Naso,Ars Amatoria
urn:cts:latinLit:phi0959.phi005:,P. Ovidius Naso,Remedia Amoris
urn:cts:latinLit:phi0959.phi002:,P. Ovidius Naso,Epistulae
urn:cts:latinLit:phi0959.phi003:,P. Ovidius Naso,Medicamina Faciei Femineae
urn:cts:latinLit:phi0959.phi010:,P. Ovidius Naso,Ibis
urn:cts:latinLit:phi0959.phi001:,P. Ovidius Naso,Amores
urn:cts:greekLit:tlg4029.tlg001:,Procopius,de Bellis
urn:cts:greekLit:tlg4029.tlg002:,Procopius,Historia Arcana (Anecdota)
urn:cts:latinLit:stoa0275.stoa027:,Tertullian,De Spectaculis
urn:cts:latinLit:stoa0275.stoa009:,Tertullian,Apologeticum
urn:cts:greekLit:tlg0551.tlg010:,Appian,Numidian Affairs
urn:cts:greekLit:tlg0551.tlg013:,Appian,Syrian Wars
urn:cts:greekLit:tlg0551.tlg001:,Appian,Preface
urn:cts:greekLit:tlg0551.tlg014:,Appian,Mithridatic Wars
urn:cts:greekLit:tlg0551.tlg002:,Appian,Kings
urn:cts:greekLit:tlg0551.tlg011:,Appian,Macedonian Affairs
urn:cts:greekLit:tlg0551.tlg012:,Appian,Illyrian Wars
urn:cts:greekLit:tlg0551.tlg003:,Appian,Italy
urn:cts:greekLit:tlg0551.tlg017:,Appian,Civil Wars
urn:cts:greekLit:tlg0551.tlg004:,Appian,Samnite History
urn:cts:greekLit:tlg0551.tlg005:,Appian,Gallic History
urn:cts:greekLit:tlg0551.tlg006:,Appian,Sicily and the Other Islands
urn:cts:greekLit:tlg0551.tlg007:,Appian,Wars in Spain
urn:cts:greekLit:tlg0551.tlg008:,Appian,Hannibalic War
urn:cts:greekLit:tlg0551.tlg009:,Appian,Punic Wars
urn:cts:greekLit:tlg1600.tlg001:,Philostratus the Lemnian (Philostratus Major),Imagines
urn:cts:greekLit:tlg1389.tlg001:,Valerius Harpocration ,Lexicon in decem oratores Atticos
urn:cts:greekLit:tlg0627.tlg010:,Hippocrates,De articulis
urn:cts:greekLit:tlg0627.tlg013:,Hippocrates,Jusjurandum
urn:cts:greekLit:tlg0627.tlg027:,Hippocrates,De morbo sacro
urn:cts:greekLit:tlg0627.tlg014:,Hippocrates,Lex
urn:cts:greekLit:tlg0627.tlg001:,Hippocrates,De prisca medicina
urn:cts:greekLit:tlg0627.tlg002:,Hippocrates,De aere aquis et locis
urn:cts:greekLit:tlg0627.tlg011:,Hippocrates,Vectiarius
urn:cts:greekLit:tlg0627.tlg029:,Hippocrates,De haemorrhoidibus
urn:cts:greekLit:tlg0627.tlg003:,Hippocrates,Prognosticon
urn:cts:greekLit:tlg0627.tlg028:,Hippocrates,De ulceribus
urn:cts:greekLit:tlg0627.tlg012:,Hippocrates,Aphorismi
urn:cts:greekLit:tlg0627.tlg004:,Hippocrates,De diaeta in morbis acutis
urn:cts:greekLit:tlg0627.tlg005:,Hippocrates,De diaeta acutorum
urn:cts:greekLit:tlg0627.tlg006:,Hippocrates,De morbis popularibus
urn:cts:greekLit:tlg0627.tlg051:,Hippocrates,Praeceptiones
urn:cts:greekLit:tlg0627.tlg007:,Hippocrates,De capitis vulneribus
urn:cts:greekLit:tlg0627.tlg008:,Hippocrates,De officina medici
urn:cts:greekLit:tlg0627.tlg009:,Hippocrates,De fracturis
urn:cts:greekLit:tlg0627.tlg030:,Hippocrates,De fistulis
urn:cts:greekLit:tlg0627.tlg046:,Hippocrates,De alimento
urn:cts:greekLit:tlg0059.tlg027:,Plato,Ion
urn:cts:greekLit:tlg0059.tlg001:,Plato,Euthyphro
urn:cts:greekLit:tlg0059.tlg026:,Plato,Lesser Hippias
urn:cts:greekLit:tlg0059.tlg029:,Plato,Cleitophon
urn:cts:greekLit:tlg0059.tlg002:,Plato,Apology
urn:cts:greekLit:tlg0059.tlg028:,Plato,Menexenus
urn:cts:greekLit:tlg0059.tlg003:,Plato,Crito
urn:cts:greekLit:tlg0059.tlg023:,Plato,Gorgias
urn:cts:greekLit:tlg0059.tlg004:,Plato,Phaedo
urn:cts:greekLit:tlg0059.tlg005:,Plato,Cratylus
urn:cts:greekLit:tlg0059.tlg022:,Plato,Protagoras
urn:cts:greekLit:tlg0059.tlg025:,Plato,Greater Hippias
urn:cts:greekLit:tlg0059.tlg006:,Plato,Theaetetus
urn:cts:greekLit:tlg0059.tlg007:,Plato,Sophist
urn:cts:greekLit:tlg0059.tlg024:,Plato,Meno
urn:cts:greekLit:tlg0059.tlg008:,Plato,Statesman
urn:cts:greekLit:tlg0059.tlg009:,Plato,Parmenides
urn:cts:greekLit:tlg0059.tlg021:,Plato,Euthydemus
urn:cts:greekLit:tlg0059.tlg020:,Plato,Lysis
urn:cts:greekLit:tlg0059.tlg010:,Plato,Philebus
urn:cts:greekLit:tlg0059.tlg013:,Plato,Alcibiades 1
urn:cts:greekLit:tlg0059.tlg014:,Plato,Alcibiades 2
urn:cts:greekLit:tlg0059.tlg011:,Plato,Symposium
urn:cts:greekLit:tlg0059.tlg012:,Plato,Phaedrus
urn:cts:greekLit:tlg0059.tlg036:,Plato,Letters
urn:cts:greekLit:tlg0059.tlg017:,Plato,Theages
urn:cts:greekLit:tlg0059.tlg018:,Plato,Charmides
urn:cts:greekLit:tlg0059.tlg035:,Plato,Epinomis
urn:cts:greekLit:tlg0059.tlg034:,Plato,Laws
urn:cts:greekLit:tlg0059.tlg015:,Plato,Hipparchus
urn:cts:greekLit:tlg0059.tlg016:,Plato,Lovers
urn:cts:greekLit:tlg0059.tlg033:,Plato,Minos
urn:cts:greekLit:tlg0059.tlg032:,Plato,Critias
urn:cts:greekLit:tlg0059.tlg031:,Plato,Timaeus
urn:cts:greekLit:tlg0059.tlg030:,Plato,Republic
urn:cts:greekLit:tlg0059.tlg019:,Plato,Laches
urn:cts:latinLit:phi1276.phi001:,Juvenal,Satires
urn:cts:latinLit:phi0845.phi002:,Lucius Junius Moderatus Columella ,Res Rustica
urn:cts:greekLit:tlg2040.tlg002:,Basil of Caesarea,De legendis gentilium libris
urn:cts:greekLit:tlg2040.tlg004:,Basil of Caesarea,Epistulae
urn:cts:greekLit:tlg0057.tlg010:,Galen,De naturalibus facultatibus
urn:cts:greekLit:tlg0058.tlg001:,Aeneas Tacticus,Poliorcetica
urn:cts:latinLit:phi0690.phi002:,P. Vergilius Maro,Georgics
urn:cts:latinLit:phi0690.phi003:,P. Vergilius Maro,Aeneid
urn:cts:latinLit:phi0690.phi001:,P. Vergilius Maro,Eclogues
urn:cts:latinLit:phi0893.phi006:,Q. Horatius Flaccus (Horace),Ars Poetica
urn:cts:latinLit:phi0893.phi004:,Q. Horatius Flaccus (Horace),Satires
urn:cts:latinLit:phi0893.phi005:,Q. Horatius Flaccus (Horace),Epistulae
urn:cts:latinLit:phi0893.phi002:,Q. Horatius Flaccus (Horace),Carmen Saeculare
urn:cts:latinLit:phi0893.phi003:,Q. Horatius Flaccus (Horace),Epodes
urn:cts:latinLit:phi0893.phi001:,Q. Horatius Flaccus (Horace),Odes
urn:cts:greekLit:tlg0556.tlg001:,Asclepiodotus,Tactica
urn:cts:greekLit:tlg0557.tlg001:,Epictetus,Discourses
urn:cts:greekLit:tlg0557.tlg002:,Epictetus,Enchiridion
urn:cts:greekLit:tlg0557.tlg003:,Epictetus,Fragments
urn:cts:greekLit:tlg0554.tlg001:,Chariton,De Chaerea et Callirhoe
urn:cts:greekLit:tlg2046.tlg001:,Quintus Smyrnaeus,Fall of Troy
urn:cts:greekLit:tlg0555.tlg001:,Clement of Alexandria,Protrepticus
